ID Empleado,Edad,Género,Estado civil,Nivel educativo,Especialización,Años trabajando,Compañías empleadoras,Departamento,Cargo,Banda laboral,Sede,Frecuencia de viajes,Distancia al hogar,Ingresos mensuales,Nivel de stock options,Horas extraordinarias,Sesiones de formación,Años en la empresa,Años en el cargo,Años sin promocionar,Años con el mismo jefe,% Incremento salarial,Rendimiento,Satisfacción con el trabajo,Satisfacción con el ambiente,Satisfacción con las relaciones,Nivel de involucración,Balance de la vida laboral,Estado de la relación laboral,Tipo de desvinculación,Razón de la desvinculación,Turnover,GrupoEdad,Satisfaccion_bucket
ECU-0426,50,Masculino,Casado,4,Ciencias de la vida,28,0,Investigación y desarrollo,Director,4,Barcelona,Viajes ocasionales,29,17046,1,,2,27,10,15,7,15,3,3,2,2,2,3,Activa,,,0,45-54,3
ECU-0427,30,Femenino,Soltero,3,Medicina,12,0,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Sin desplazamientos,2,2564,0,,2,11,7,6,7,14,3,4,3,3,3,2,Activa,,,0,25-34,4
ECU-0428,60,Femenino,Casado,3,Marketing,22,4,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes frecuentes,28,10266,0,,5,18,13,13,11,19,3,1,3,4,2,4,Activa,,,0,55+,1
ECU-0429,47,Femenino,Divorciado,2,Medicina,20,5,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,2,5070,3,,2,5,0,0,4,13,3,4,1,3,3,3,Activa,,,0,45-54,4
ECU-0430,46,Masculino,Casado,3,Ciencias de la vida,26,6,Investigación y desarrollo,Director de investigación,4,Bilbao,Viajes ocasionales,2,17861,0,,2,3,2,0,1,13,3,3,1,3,3,1,Activa,,,0,45-54,3
ECU-0431,35,Masculino,Soltero,3,Ciencias de la vida,6,0,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,22,4230,0,,2,5,4,4,3,15,3,3,4,3,1,3,Activa,,,0,35-44,3
ECU-0432,54,Femenino,Soltero,4,Ciencias de la vida,19,7,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,8,3780,0,,3,1,0,0,0,11,3,3,3,3,3,3,Activa,,,0,45-54,3
ECU-0433,34,Masculino,Divorciado,4,Ciencias de la vida,14,3,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,2,2768,1,,3,7,3,5,7,12,3,3,4,3,2,3,Activa,,,0,25-34,3
ECU-0434,46,Femenino,Casado,3,Marketing,15,2,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes ocasionales,10,9071,1,,3,3,2,1,2,19,3,4,3,3,2,3,Activa,,,0,45-54,4
ECU-0435,31,Masculino,Divorciado,1,Ciencias de la vida,13,1,Investigación y desarrollo,Director de fabricación,3,Madrid,Viajes ocasionales,9,10648,1,,6,13,8,0,8,25,4,2,3,4,3,4,Activa,,,0,25-34,2
ECU-0436,33,Masculino,Casado,1,Medicina,15,7,Investigación y desarrollo,Director,3,Madrid,Viajes ocasionales,15,13610,0,,2,7,6,7,7,12,3,3,2,4,3,4,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-0437,33,Masculino,Divorciado,1,Medicina,8,7,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,10,3408,3,,2,4,3,1,3,13,3,4,1,1,1,3,Finalizada,Involuntaria,Despido,1,25-34,4
ECU-0438,30,Masculino,Soltero,1,Marketing,4,0,Ventas,Representante de ventas,1,Madrid,Viajes ocasionales,7,2983,0,,3,3,2,1,2,14,3,2,4,1,3,3,Activa,,,0,25-34,2
ECU-0439,35,Masculino,Casado,3,Ciencias de la vida,10,4,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,16,7632,0,,2,8,7,0,0,12,3,3,4,3,3,3,Activa,,,0,35-44,3
ECU-0440,31,Masculino,Casado,3,Ciencias de la vida,12,3,Investigación y desarrollo,Representante sanitario,3,Madrid,Viajes frecuentes,20,9824,0,,2,1,0,0,0,12,3,3,1,1,3,3,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-0441,34,Femenino,Divorciado,3,Recursos humanos,11,9,Recursos humanos,Gestor de personal,3,Bilbao,Viajes frecuentes,23,9950,3,,2,3,2,0,2,15,3,1,2,3,3,3,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0442,42,Masculino,Casado,2,Otras,8,4,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,5,2093,1,,4,2,2,2,0,17,3,3,2,4,3,3,Activa,,,0,35-44,3
ECU-0443,36,Masculino,Soltero,4,Medicina,10,1,Ventas,Ejecutivo de ventas,3,Bilbao,Sin desplazamientos,10,9980,0,,3,10,3,9,7,14,3,4,2,4,3,2,Activa,,,0,35-44,4
ECU-0444,22,Masculino,Soltero,1,Grado técnico,4,5,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,4,3894,0,,3,2,2,1,2,16,3,3,3,3,2,3,Finalizada,Voluntaria,Dimisión,1,<25,3
ECU-0445,48,Femenino,Casado,5,Marketing,14,2,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,2,4051,1,,2,9,7,6,7,14,3,4,2,1,3,3,Activa,,,0,45-54,4
ECU-0446,55,Femenino,Soltero,5,Ciencias de la vida,37,3,Ventas,Director,4,Madrid,Viajes ocasionales,18,16835,0,,2,10,9,7,7,23,4,2,1,4,3,3,Activa,,,0,55+,2
ECU-0447,41,Masculino,Soltero,2,Ciencias de la vida,16,7,Ventas,Ejecutivo de ventas,2,Madrid,Sin desplazamientos,10,6230,0,,3,14,3,1,10,14,3,4,4,4,3,3,Activa,,,0,35-44,4
ECU-0448,35,Masculino,Casado,3,Marketing,15,9,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,1,4717,0,,2,11,9,6,9,11,3,3,2,3,3,3,Activa,,,0,35-44,3
ECU-0449,40,Femenino,Soltero,3,Ciencias de la vida,22,7,Investigación y desarrollo,Director de fabricación,4,Barcelona,Viajes ocasionales,6,13237,0,,3,20,6,5,13,15,3,3,2,3,3,3,Activa,,,0,35-44,3
ECU-0450,39,Femenino,Casado,1,Ciencias de la vida,8,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes frecuentes,8,3755,1,,3,8,3,0,7,11,3,3,3,1,3,3,Activa,,,0,35-44,3
ECU-0451,31,Masculino,Soltero,1,Ciencias de la vida,10,4,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,2,6582,0,,2,6,5,0,5,13,3,4,2,3,3,4,Activa,,,0,25-34,4
ECU-0452,42,Masculino,Casado,3,Medicina,10,1,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes ocasionales,24,7406,1,,5,10,9,5,8,21,4,1,4,4,3,2,Activa,,,0,35-44,1
ECU-0453,45,Masculino,Casado,3,Otras,9,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,2,4805,1,,3,8,7,3,7,19,3,2,4,2,3,4,Activa,,,0,45-54,2
ECU-0454,26,Femenino,Divorciado,4,Ciencias de la vida,8,0,Recursos humanos,Gestor de personal,1,Barcelona,Viajes frecuentes,17,2741,1,,2,7,7,1,0,11,2,3,2,2,3,2,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-0455,29,Masculino,Divorciado,3,Grado técnico,8,4,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,19,4262,2,,2,3,2,1,2,12,3,4,4,2,3,4,Activa,,,0,25-34,4
ECU-0456,33,Femenino,Divorciado,5,Medicina,10,4,Investigación y desarrollo,Director de investigación,4,Madrid,Viajes ocasionales,1,16184,1,,2,6,1,0,5,19,3,3,1,3,4,3,Activa,,,0,25-34,3
ECU-0457,31,Masculino,Divorciado,3,Ciencias de la vida,10,9,Ventas,Director,3,Barcelona,Viajes ocasionales,7,11557,1,,3,5,4,0,1,21,4,4,3,3,2,2,Activa,,,0,25-34,4
ECU-0458,18,Masculino,Soltero,3,Marketing,0,1,Ventas,Representante de ventas,1,Madrid,Viajes frecuentes,5,1878,0,,3,0,0,0,0,14,3,2,2,4,3,3,Finalizada,Voluntaria,Dimisión,1,<25,2
ECU-0459,40,Masculino,Divorciado,3,Otras,20,3,Ventas,Ejecutivo de ventas,3,Madrid,Sin desplazamientos,28,10932,1,,2,1,0,0,1,15,3,1,3,3,1,3,Activa,,,0,35-44,1
ECU-0460,41,Femenino,Soltero,4,Otras,10,2,Investigación y desarrollo,Representante sanitario,2,Barcelona,Sin desplazamientos,2,6811,0,,3,8,7,0,7,17,3,3,1,1,2,3,Activa,,,0,35-44,3
ECU-0461,26,Masculino,Divorciado,2,Medicina,8,5,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,29,4306,2,,5,0,0,0,0,12,3,3,1,1,3,3,Activa,,,0,25-34,3
ECU-0462,35,Femenino,Soltero,3,Medicina,5,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,1,4859,0,,3,5,4,0,3,16,3,3,1,4,3,3,Activa,,,0,35-44,3
ECU-0463,34,Masculino,Soltero,4,Ciencias de la vida,10,1,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,21,5337,0,,3,10,7,5,7,12,3,4,4,4,4,3,Activa,,,0,25-34,4
ECU-0464,26,Masculino,Soltero,3,Grado técnico,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,24,2340,0,,3,1,0,0,0,18,3,4,3,2,1,1,Finalizada,Voluntaria,Dimisión,1,25-34,4
ECU-0465,37,Femenino,Soltero,3,Grado técnico,12,4,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes ocasionales,1,7491,0,,3,6,5,1,2,17,3,4,2,4,3,4,Activa,,,0,35-44,4
ECU-0466,46,Femenino,Casado,1,Medicina,28,5,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes frecuentes,18,10527,0,,3,2,2,1,2,11,3,3,1,4,3,2,Activa,,,0,45-54,3
ECU-0467,41,Femenino,Casado,5,Ciencias de la vida,22,7,Ventas,Director,4,Bilbao,Viajes ocasionales,2,16595,1,,2,18,16,11,8,16,3,1,2,2,3,3,Activa,,,0,35-44,1
ECU-0468,37,Masculino,Divorciado,4,Medicina,9,1,Ventas,Ejecutivo de ventas,3,Barcelona,Sin desplazamientos,9,8834,1,,6,9,5,7,7,13,3,2,1,4,3,3,Activa,,,0,35-44,2
ECU-0469,52,Masculino,Divorciado,2,Grado técnico,18,3,Investigación y desarrollo,Investigador,2,Bilbao,Viajes ocasionales,6,5577,2,,3,10,9,6,9,12,3,1,4,2,3,3,Activa,,,0,45-54,1
ECU-0470,32,Masculino,Casado,4,Otras,6,8,Ventas,Ejecutivo de ventas,2,Madrid,Sin desplazamientos,11,4707,0,,2,4,2,1,2,12,3,3,4,4,4,3,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-0471,24,Masculino,Casado,3,Medicina,3,0,Ventas,Representante de ventas,1,Bilbao,Viajes frecuentes,24,2400,2,,3,2,2,2,1,13,3,4,4,3,3,3,Activa,,,0,<25,4
ECU-0472,38,Femenino,Casado,3,Medicina,18,3,Investigación y desarrollo,Representante sanitario,2,Barcelona,Viajes ocasionales,10,9824,1,,4,1,0,0,0,19,3,3,3,3,3,3,Activa,,,0,35-44,3
ECU-0473,37,Femenino,Casado,4,Ciencias de la vida,8,6,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,1,6447,1,,2,6,5,4,3,12,3,2,2,2,3,2,Activa,,,0,35-44,2
ECU-0474,49,Masculino,Divorciado,4,Ciencias de la vida,31,1,Investigación y desarrollo,Director de investigación,5,Bilbao,Viajes ocasionales,18,19502,1,,5,31,9,0,9,17,3,3,4,3,2,3,Activa,,,0,45-54,3
ECU-0475,24,Masculino,Casado,3,Medicina,6,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,23,2725,2,,3,6,5,1,4,11,3,4,2,2,4,3,Activa,,,0,<25,4
ECU-0476,26,Masculino,Casado,2,Marketing,6,1,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,28,6272,2,,5,5,3,1,4,20,4,2,1,4,3,4,Activa,,,0,25-34,2
ECU-0477,24,Masculino,Casado,2,Otras,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,17,2127,1,,2,1,0,0,0,21,4,2,4,4,2,3,Activa,,,0,<25,2
ECU-0478,50,Masculino,Casado,3,Medicina,32,1,Recursos humanos,Director,5,Bilbao,Viajes frecuentes,3,18200,1,,2,32,5,10,7,11,3,2,1,3,3,3,Activa,,,0,45-54,2
ECU-0479,25,Masculino,Casado,1,Medicina,7,1,Ventas,Representante de ventas,1,Madrid,Viajes ocasionales,13,2096,0,,1,7,4,0,6,11,3,3,2,3,3,3,Activa,,,0,25-34,3
ECU-0480,24,Femenino,Casado,3,Ciencias de la vida,6,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,7,2886,1,,4,6,3,1,2,16,2,3,1,4,3,3,Finalizada,Voluntaria,Dimisión,1,<25,3
ECU-0481,30,Masculino,Casado,4,Ciencias de la vida,1,1,Ventas,Representante de ventas,1,Bilbao,Viajes frecuentes,12,2033,1,,2,1,0,0,0,18,3,1,2,3,2,4,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0482,34,Masculino,Casado,2,Ciencias de la vida,6,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,1,3622,1,,3,6,5,1,3,13,3,4,2,4,2,3,Activa,,,0,25-34,4
ECU-0483,31,Masculino,Divorciado,4,Medicina,9,2,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,13,4233,0,,2,3,1,1,2,17,2,1,2,3,3,1,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0484,35,Masculino,Soltero,2,Otras,9,4,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,25,3681,0,,3,3,2,0,2,14,3,4,1,4,2,3,Activa,,,0,35-44,4
ECU-0485,31,Masculino,Divorciado,4,Medicina,13,4,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,6,5460,2,,4,7,7,5,7,22,4,4,1,4,4,4,Activa,,,0,25-34,4
ECU-0486,27,Femenino,Divorciado,4,Medicina,6,0,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,6,2187,2,,5,5,3,0,3,12,3,3,1,3,2,2,Activa,,,0,25-34,3
ECU-0487,37,Masculino,Casado,3,Marketing,17,4,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,2,9602,1,,3,3,0,1,0,11,3,3,4,3,3,2,Activa,,,0,35-44,3
ECU-0488,20,Femenino,Soltero,3,Ciencias de la vida,1,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,1,2836,0,,0,1,0,0,0,13,3,2,4,4,2,4,Activa,,,0,<25,2
ECU-0489,42,Femenino,Casado,4,Ciencias de la vida,10,1,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes ocasionales,2,4089,2,,4,10,2,2,2,13,3,4,3,2,3,3,Activa,,,0,35-44,4
ECU-0490,43,Masculino,Divorciado,4,Otras,21,4,Investigación y desarrollo,Director de investigación,4,Barcelona,Viajes ocasionales,6,16627,1,,3,1,0,0,0,14,3,4,2,3,2,2,Activa,,,0,35-44,4
ECU-0491,38,Femenino,Soltero,1,Ciencias de la vida,8,3,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,1,2619,0,,3,0,0,0,0,17,3,1,3,4,3,2,Activa,,,0,35-44,1
ECU-0492,43,Masculino,Divorciado,5,Medicina,10,3,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes frecuentes,9,5679,1,,3,8,7,4,7,13,3,3,4,2,3,3,Activa,,,0,35-44,3
ECU-0493,48,Femenino,Casado,4,Ciencias de la vida,21,7,Investigación y desarrollo,Director,4,Barcelona,Viajes ocasionales,1,15402,1,,3,3,2,0,2,11,3,1,4,1,2,1,Activa,,,0,45-54,1
ECU-0494,44,Femenino,Soltero,4,Ciencias de la vida,10,4,Recursos humanos,Gestor de personal,2,Barcelona,Viajes ocasionales,1,5985,0,,1,2,2,0,2,11,3,3,1,2,2,4,Activa,,,0,35-44,3
ECU-0495,34,Femenino,Divorciado,3,Grado técnico,8,1,Ventas,Representante de ventas,1,Barcelona,Viajes ocasionales,14,2579,2,,3,8,2,0,6,18,3,3,3,4,3,3,Activa,,,0,25-34,3
ECU-0496,27,Masculino,Divorciado,1,Marketing,5,0,Ventas,Representante de ventas,1,Bilbao,Viajes ocasionales,2,3041,1,,3,4,3,0,2,11,3,1,3,2,3,3,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0497,21,Masculino,Soltero,1,Grado técnico,3,1,Ventas,Representante de ventas,1,Bilbao,Viajes ocasionales,22,3447,0,,2,3,2,1,2,11,3,3,3,3,3,3,Activa,,,0,<25,3
ECU-0498,44,Masculino,Casado,4,Otras,26,4,Investigación y desarrollo,Director,5,Madrid,Viajes ocasionales,3,19513,1,,2,2,2,0,1,12,3,4,4,1,3,4,Activa,,,0,35-44,4
ECU-0499,22,Masculino,Casado,1,Medicina,3,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,6,2773,0,,3,2,2,2,2,20,4,3,1,4,3,3,Activa,,,0,<25,3
ECU-0500,33,Masculino,Divorciado,4,Marketing,6,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,8,7104,0,,3,5,0,1,2,12,3,3,3,4,3,3,Activa,,,0,25-34,3
ECU-0501,32,Femenino,Casado,4,Ciencias de la vida,6,1,Investigación y desarrollo,Investigador,2,Bilbao,Viajes ocasionales,9,6322,1,,2,6,4,0,5,12,3,4,1,4,3,2,Activa,,,0,25-34,4
ECU-0502,30,Femenino,Divorciado,3,Medicina,1,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,3,2083,1,,2,1,0,0,0,20,4,3,3,3,3,3,Activa,,,0,25-34,3
ECU-0503,122,Femenino,Soltero,1,Medicina,18,7,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,1,8381,0,,2,14,7,8,10,20,4,1,4,4,3,4,Activa,,,0,55+,1
ECU-0504,34,Masculino,Casado,5,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,1,2691,1,,4,10,9,8,8,12,3,4,2,4,3,2,Activa,,,0,25-34,4
ECU-0505,45,Femenino,Casado,4,Ciencias de la vida,5,2,Ventas,Ejecutivo de ventas,2,Madrid,Viajes frecuentes,26,4286,2,,4,1,1,0,0,14,3,1,1,4,3,3,Finalizada,Voluntaria,Dimisión,1,45-54,1
ECU-0506,26,Femenino,Casado,3,Ciencias de la vida,3,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,6,2659,1,,2,3,2,0,2,13,3,4,3,3,3,3,Activa,,,0,25-34,4
ECU-0507,37,Masculino,Casado,3,Otras,10,1,Investigación y desarrollo,Director de fabricación,3,Madrid,Viajes ocasionales,3,9434,1,,2,10,7,7,8,15,3,3,3,3,3,3,Activa,,,0,35-44,3
ECU-0508,29,Femenino,Casado,2,Medicina,6,1,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,3,5561,1,,5,6,0,1,2,14,3,3,2,1,3,2,Activa,,,0,25-34,3
ECU-0509,35,Masculino,Soltero,4,Ciencias de la vida,17,1,Investigación y desarrollo,Investigador,2,Barcelona,Viajes ocasionales,6,6646,0,,3,17,11,11,8,13,3,4,2,2,1,3,Activa,,,0,35-44,4
ECU-0510,33,Masculino,Divorciado,3,Ciencias de la vida,15,3,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes frecuentes,6,7725,1,,2,13,11,4,7,23,4,4,3,3,3,1,Activa,,,0,25-34,4
ECU-0511,54,Masculino,Casado,4,Medicina,16,2,Recursos humanos,Gestor de personal,3,Madrid,Viajes ocasionales,19,10725,1,,1,9,7,7,1,15,3,2,3,3,3,4,Activa,,,0,45-54,2
ECU-0512,36,Masculino,Divorciado,2,Medicina,13,2,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,9,8847,1,,2,3,2,0,2,11,3,2,2,3,2,3,Activa,,,0,35-44,2
ECU-0513,27,Masculino,Soltero,4,Medicina,5,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,3,2045,0,,0,4,2,1,1,13,3,4,1,4,2,3,Activa,,,0,25-34,4
ECU-0514,20,Masculino,Soltero,1,Medicina,1,1,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,10,1009,0,,5,1,0,1,1,11,3,3,4,4,3,3,Finalizada,Voluntaria,Dimisión,1,<25,3
ECU-0515,33,Masculino,Soltero,3,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Barcelona,Viajes frecuentes,3,3348,0,,3,10,8,9,7,11,3,1,1,1,3,3,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0516,35,Masculino,Casado,3,Ciencias de la vida,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Sin desplazamientos,3,1281,2,,3,1,0,0,0,18,3,3,3,3,2,3,Activa,,,0,35-44,3
ECU-0517,23,Masculino,Casado,3,Medicina,5,2,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,4,2819,1,,3,3,2,0,2,16,3,1,1,1,4,4,Activa,,,0,<25,1
ECU-0518,25,Masculino,Casado,3,Ciencias de la vida,4,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,8,4851,1,,4,3,2,1,2,22,4,2,4,3,4,3,Activa,,,0,25-34,2
ECU-0519,38,Femenino,Soltero,4,Marketing,8,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,7,4028,0,,2,7,7,0,5,20,4,4,4,1,2,3,Activa,,,0,35-44,4
ECU-0520,29,Masculino,Divorciado,4,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Barcelona,Viajes frecuentes,1,2720,1,,5,10,7,2,8,18,3,4,2,4,1,3,Activa,,,0,25-34,4
ECU-0521,48,Masculino,Casado,1,Marketing,12,3,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,2,8120,0,,3,2,2,2,2,12,3,2,2,4,4,3,Activa,,,0,45-54,2
ECU-0522,27,Femenino,Divorciado,1,Medicina,6,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,3,4647,2,,3,6,5,0,4,20,4,4,4,2,4,3,Activa,,,0,25-34,4
ECU-0523,37,Masculino,Soltero,2,Ciencias de la vida,4,3,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,10,4680,0,,2,1,0,0,0,17,3,4,4,1,4,3,Activa,,,0,35-44,4
ECU-0524,50,Masculino,Casado,1,Medicina,20,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,28,3221,3,,3,20,8,3,8,11,3,3,4,3,4,3,Activa,,,0,45-54,3
ECU-0525,34,Femenino,Soltero,3,Medicina,9,1,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,9,8621,0,,3,8,7,7,7,14,3,2,4,2,2,4,Activa,,,0,25-34,2
ECU-0526,24,Femenino,Soltero,2,Ciencias de la vida,4,9,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,3,4577,0,,3,2,2,2,0,14,3,3,1,1,3,3,Finalizada,Voluntaria,Dimisión,1,<25,3
ECU-0527,39,Femenino,Soltero,4,Grado técnico,20,1,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes ocasionales,2,4553,0,,4,20,7,11,10,11,3,3,4,1,2,3,Activa,,,0,35-44,3
ECU-0528,32,Masculino,Soltero,3,Marketing,10,1,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,10,5396,0,,2,10,7,0,8,12,3,4,4,4,3,2,Activa,,,0,25-34,4
ECU-0529,50,Masculino,Casado,2,Grado técnico,18,3,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes frecuentes,8,6796,1,,4,4,3,1,3,14,3,3,2,1,3,3,Finalizada,Voluntaria,Dimisión,1,45-54,3
ECU-0530,38,Femenino,Soltero,4,Ciencias de la vida,10,0,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes ocasionales,1,7625,0,,4,9,7,1,8,13,3,4,2,3,4,2,Activa,,,0,35-44,4
ECU-0531,27,Femenino,Casado,2,Ciencias de la vida,9,1,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes ocasionales,1,7412,0,,3,9,7,0,7,11,3,1,3,4,3,3,Activa,,,0,25-34,1
ECU-0532,32,Femenino,Soltero,2,Ciencias de la vida,10,3,Investigación y desarrollo,Director de investigación,3,Bilbao,Viajes ocasionales,3,11159,0,,6,7,7,7,7,15,3,4,3,4,3,3,Activa,,,0,25-34,4
ECU-0533,47,Masculino,Soltero,4,Marketing,20,2,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,14,4960,0,,2,7,7,1,7,12,3,1,4,4,3,3,Activa,,,0,45-54,1
ECU-0534,40,Masculino,Casado,4,Ciencias de la vida,20,5,Ventas,Ejecutivo de ventas,3,Madrid,Viajes frecuentes,5,10475,1,,2,18,13,1,12,21,4,1,4,3,2,3,Activa,,,0,35-44,1
ECU-0535,53,Masculino,Casado,3,Ciencias de la vida,32,3,Investigación y desarrollo,Director de investigación,4,Barcelona,Viajes ocasionales,7,14814,0,,3,5,1,1,3,19,3,3,3,3,4,3,Activa,,,0,45-54,3
ECU-0536,41,Masculino,Divorciado,4,Recursos humanos,23,3,Recursos humanos,Director,5,Madrid,Viajes ocasionales,10,19141,3,,2,21,6,12,6,15,3,4,2,2,2,2,Activa,,,0,35-44,4
ECU-0537,60,Masculino,Soltero,4,Marketing,10,8,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,16,5405,0,,1,2,2,2,2,14,3,1,1,4,3,3,Activa,,,0,55+,1
ECU-0538,27,Masculino,Divorciado,2,Ciencias de la vida,9,1,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes frecuentes,10,8793,2,,4,9,7,1,7,21,4,1,4,3,3,2,Activa,,,0,25-34,1
ECU-0539,41,Masculino,Casado,3,Recursos humanos,22,1,Recursos humanos,Director,5,Bilbao,Viajes ocasionales,1,19189,1,,3,22,7,2,10,12,3,3,4,2,2,3,Activa,,,0,35-44,3
ECU-0540,50,Masculino,Casado,4,Marketing,4,7,Ventas,Representante de ventas,1,Barcelona,Viajes ocasionales,8,3875,1,,2,2,2,2,2,15,3,2,4,4,3,3,Activa,,,0,45-54,2
ECU-0541,28,Femenino,Soltero,2,Ciencias de la vida,10,7,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,1,2216,0,,4,7,7,3,7,13,2,2,1,4,1,3,Finalizada,Voluntaria,Dimisión,1,25-34,2
ECU-0542,36,Femenino,Casado,3,Ciencias de la vida,10,9,Investigación y desarrollo,Director de investigación,3,Bilbao,Sin desplazamientos,8,11713,1,,2,8,7,0,5,14,3,1,1,1,4,3,Activa,,,0,35-44,1
ECU-0543,38,Femenino,Soltero,3,Ciencias de la vida,10,4,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes ocasionales,1,7861,0,,4,1,0,0,0,14,3,3,3,4,3,4,Activa,,,0,35-44,3
ECU-0544,44,Masculino,Soltero,3,Medicina,9,2,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Sin desplazamientos,24,3708,0,,5,5,2,1,4,14,3,3,1,3,1,3,Activa,,,0,35-44,3
